programs/gan_mnist/trace/vpython_ganmnist_00000010.txt,010,2500592,4272049,2,177680,19744,37833,0,1711,303,525,0,22,2520639,4310407,2,179413
programs/gan_mnist/trace/vpython_ganmnist_00000020.txt,020,2500592,4272049,2,177680,23174,44503,0,2131,303,525,0,22,2524069,4317077,2,179833
programs/gan_mnist/trace/vpython_ganmnist_00000030.txt,030,2500592,4272049,2,177680,26604,51173,0,2551,303,525,0,22,2527499,4323747,2,180253
programs/gan_mnist/trace/vpython_ganmnist_00000040.txt,040,2500592,4272049,2,177680,30034,57843,0,2971,303,525,0,22,2530929,4330417,2,180673



programs/gan_mnist/trace/vpython_ganmnist_00000050.txt,050,2500592,4272049,2,177680,33464,64513,0,3391,303,525,0,22,2534359,4337087,2,181093
programs/gan_mnist/trace/vpython_ganmnist_00000060.txt,060,2500592,4272049,2,177680,36894,71183,0,3811,303,525,0,22,2537789,4343757,2,181513
programs/gan_mnist/trace/vpython_ganmnist_00000070.txt,070,2500592,4272049,2,177680,40324,77853,0,4231,303,525,0,22,2541219,4350427,2,181933
programs/gan_mnist/trace/vpython_ganmnist_00000080.txt,080,2500592,4272049,2,177680,43754,84523,0,4651,303,525,0,22,2544649,4357097,2,182353



programs/gan_mnist/trace/vpython_ganmnist_00000090.txt,090,2500592,4272049,2,177680,47184,91193,0,5071,303,525,0,22,2548079,4363767,2,182773
programs/gan_mnist/trace/vpython_ganmnist_00000100.txt,100,2500592,4272049,2,177680,50614,97863,0,5491,303,525,0,22,2551509,4370437,2,183193
programs/gan_mnist/trace/vpython_ganmnist_00000200.txt,200,2500592,4272049,2,177680,84914,164563,0,9691,303,525,0,22,2585809,4437137,2,187393
programs/gan_mnist/trace/vpython_ganmnist_00000300.txt,300,2500592,4272049,2,177680,119214,231263,0,13891,303,525,0,22,2620109,4503837,2,191593



programs/gan_mnist/trace/vpython_ganmnist_00000400.txt,400,2500592,4272049,2,177680,153514,297963,0,18091,303,525,0,22,2654409,4570537,2,195793
programs/gan_mnist/trace/vpython_ganmnist_00000500.txt,500,2500592,4272049,2,177680,187814,364663,0,22291,303,525,0,22,2688709,4637237,2,199993
programs/gan_mnist/trace/vpython_ganmnist_00000600.txt,600,2500592,4272049,2,177680,222114,431363,0,26491,303,525,0,22,2723009,4703937,2,204193
programs/gan_mnist/trace/vpython_ganmnist_00000700.txt,700,2500592,4272049,2,177680,256414,498063,0,30691,303,525,0,22,2757309,4770637,2,208393



programs/gan_mnist/trace/vpython_ganmnist_00000800.txt,800,2500592,4272049,2,177680,290714,564763,0,34891,303,525,0,22,2791609,4837337,2,212593
programs/gan_mnist/trace/vpython_ganmnist_00000900.txt,900,2500592,4272049,2,177680,325014,631463,0,39091,303,525,0,22,2825909,4904037,2,216793
programs/gan_mnist/trace/vpython_ganmnist_00001000.txt,000,2500592,4272049,2,177680,359314,698163,0,43291,303,525,0,22,2860209,4970737,2,220993
programs/gan_mnist/trace/vpython_ganmnist_00002000.txt,000,2500592,4272049,2,177680,702314,1365163,0,85291,303,525,0,22,3203209,5637737,2,262993



